gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Vrai_Churn,Prediction_IA_Churn
Male,0,True,True,34,False,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,True,Electronic check,40.55,1325.85,False,0
Male,0,False,False,31,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),20.4,609.1,False,0
Female,0,False,False,36,True,Yes,DSL,Yes,No,No,No,No,No,One year,False,Mailed check,54.45,1893.5,False,0
Female,0,False,True,2,True,No,DSL,No,Yes,No,No,No,No,Month-to-month,False,Mailed check,51.55,106.2,False,1
Male,0,True,True,35,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),25.45,809.25,False,0
Female,0,False,False,69,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),110.5,7455.45,False,0
Female,0,True,False,72,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),91.15,6637.9,False,0
Female,1,False,False,8,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Electronic check,19.65,164.3,True,0
Male,1,False,False,35,True,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,False,Credit card (automatic),91.0,3180.5,False,1
Male,0,False,False,30,True,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,True,Credit card (automatic),84.3,2438.6,False,0
Female,1,True,False,38,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Bank transfer (automatic),74.95,2869.85,True,1
Male,0,False,False,13,True,No,DSL,No,No,No,Yes,No,No,Month-to-month,True,Mailed check,50.55,610.75,False,0
Male,0,False,False,5,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.35,92.75,False,0
Male,0,False,False,7,True,No,DSL,Yes,No,No,No,No,No,Month-to-month,True,Mailed check,51.0,354.05,True,0
Male,0,False,False,44,False,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,True,Mailed check,53.95,2375.4,True,0
Male,0,True,False,63,True,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),110.1,6705.7,False,0
Male,0,True,True,69,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Bank transfer (automatic),26.0,1796.55,False,0
Male,1,True,False,53,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,True,Electronic check,101.9,5549.4,True,1
Male,0,True,True,9,True,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,False,Mailed check,54.8,452.8,False,0
Male,0,True,True,65,True,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,True,Mailed check,69.55,4459.15,False,0
Male,0,True,True,16,True,No,DSL,Yes,No,Yes,No,Yes,No,Two year,False,Mailed check,64.25,1024,False,0
Female,0,True,False,68,True,No,DSL,No,Yes,No,Yes,Yes,No,Two year,False,Bank transfer (automatic),64.1,4326.25,False,0
Female,1,False,False,66,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,True,Credit card (automatic),102.85,6976.75,False,0
Female,1,False,False,26,True,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,78.8,2006.1,False,1
Male,0,True,True,16,True,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,True,Bank transfer (automatic),90.8,1442.2,False,1
Female,0,True,False,64,True,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,True,Bank transfer (automatic),99.0,6375.8,False,0
Male,0,False,False,4,True,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,True,Electronic check,61.3,249.4,False,0
Female,0,False,False,67,True,No,DSL,Yes,Yes,No,Yes,No,No,One year,False,Credit card (automatic),60.5,3870,False,0
Male,0,False,False,7,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,True,Electronic check,99.8,673.25,True,1
Male,1,False,False,3,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,77.0,237.75,True,1
Female,0,False,False,10,True,No,DSL,No,Yes,No,No,No,No,Month-to-month,False,Electronic check,51.2,498.25,False,0
Male,0,False,False,2,False,No phone service,DSL,No,No,No,No,No,No,Month-to-month,True,Electronic check,25.05,56.35,True,1
Female,0,True,True,69,True,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,False,Bank transfer (automatic),84.45,5848.6,False,0
Male,0,False,False,33,False,No phone service,DSL,No,Yes,No,No,Yes,No,One year,True,Electronic check,39.1,1309,False,0
Male,0,True,True,62,True,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,True,Credit card (automatic),89.1,5411.65,False,0
Female,1,False,False,2,True,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,True,Electronic check,78.55,149.55,True,1
Female,1,True,True,28,False,No phone service,DSL,No,Yes,No,No,No,Yes,One year,True,Electronic check,39.1,1096.6,False,0
Female,0,False,False,72,True,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Electronic check,109.9,7624.2,False,0
Female,0,True,False,59,True,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,True,Mailed check,100.05,6034.85,False,0
Male,1,False,False,65,True,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Bank transfer (automatic),99.1,6496.15,False,1
Female,1,False,False,13,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,82.0,1127.2,True,1
Female,0,True,False,67,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.65,1335.2,False,0
Male,0,False,False,21,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Mailed check,20.35,422.7,False,0
Female,1,False,False,16,True,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,True,Electronic check,94.45,1511.2,True,1
Female,0,False,False,10,True,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Bank transfer (automatic),80.25,846,True,1
Female,0,True,False,25,False,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,True,Bank transfer (automatic),34.0,853,True,1
Male,0,False,False,3,True,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,False,Mailed check,90.7,237.65,False,1
Female,0,True,True,68,True,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,True,Bank transfer (automatic),83.65,5733.4,False,0
Male,0,False,False,54,False,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,False,Credit card (automatic),45.2,2460.55,False,0
Female,0,False,False,3,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,75.5,220.6,True,1
Female,0,True,True,53,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Bank transfer (automatic),19.55,1007.9,False,0
Male,0,False,False,26,True,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,True,Electronic check,98.65,2537,False,1
Female,0,True,True,25,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,18.7,383.65,False,0
Female,0,False,False,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),116.45,8013.55,False,0
Male,0,True,True,35,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,True,Electronic check,109.95,3782.4,False,1
Female,0,False,True,10,False,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,False,Mailed check,40.25,411.45,False,0
Female,0,False,False,51,True,No,Fiber optic,No,No,No,No,Yes,Yes,One year,False,Credit card (automatic),87.55,4475.9,False,0
Female,0,True,False,42,True,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,True,Electronic check,84.3,3588.4,True,1
Female,0,False,False,1,True,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,False,Electronic check,79.55,79.55,True,1
Male,0,False,False,9,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Credit card (automatic),19.7,180.7,False,0
Female,0,False,False,48,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,True,Electronic check,103.85,4946.05,False,1
Male,0,False,True,13,True,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,False,Credit card (automatic),66.4,831.75,False,0
Male,0,True,False,63,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,103.4,6603,True,1
Female,0,True,False,67,True,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,False,Bank transfer (automatic),86.15,5883.85,False,0
Female,0,False,False,60,True,Yes,Fiber optic,No,No,Yes,No,No,No,One year,True,Bank transfer (automatic),79.2,4765,False,0
Male,0,False,True,41,True,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Electronic check,111.15,4507.15,False,0
Female,1,True,False,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),114.85,8317.95,False,0
Female,0,True,False,72,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Electronic check,24.55,1750.7,False,0
Male,0,False,True,66,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.95,1269.1,False,0
Male,0,False,False,1,True,No,DSL,Yes,No,No,No,No,No,Month-to-month,False,Electronic check,47.95,47.95,False,1
Female,0,True,False,12,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Electronic check,20.05,264.55,False,0
Male,0,True,True,4,True,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,True,Bank transfer (automatic),84.8,371.9,True,1
Male,0,True,False,71,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Electronic check,20.85,1539.75,False,0
Male,0,False,False,10,True,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,True,Credit card (automatic),95.1,865.1,False,1
Female,0,False,False,38,True,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,True,Credit card (automatic),83.9,3233.6,True,0
Male,1,True,False,69,True,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,True,Mailed check,110.55,7610.1,False,0
Male,0,True,True,49,False,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,True,Bank transfer (automatic),51.8,2541.25,True,0
Male,0,False,False,47,True,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,False,Bank transfer (automatic),94.8,4535.85,False,0
Male,0,False,False,56,True,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,True,Mailed check,105.35,5794.45,False,0
Male,0,True,False,67,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),25.6,1784.9,False,0
Female,0,False,False,18,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,71.1,1247.75,False,1
Female,0,True,True,21,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Electronic check,44.95,926.25,False,1
Male,0,False,False,29,False,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,False,Electronic check,34.3,1004.75,False,0
Male,0,False,False,36,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,84.75,3050.15,True,1
Male,0,False,False,14,True,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,True,Credit card (automatic),55.5,767.55,False,0
Male,1,True,False,13,True,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,False,Credit card (automatic),93.8,1261,False,1
Female,0,False,False,21,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,True,Credit card (automatic),99.85,1992.55,False,1
Female,1,False,False,31,True,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,True,Credit card (automatic),73.55,2094.65,False,1
Male,0,False,False,1,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,74.95,74.95,True,1
Female,0,False,False,30,True,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,False,Credit card (automatic),74.65,2308.6,False,0
Male,0,True,False,9,True,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,True,Credit card (automatic),69.05,653.95,False,1
Male,0,True,True,71,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),25.35,1847.55,False,0
Male,0,False,False,56,True,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,True,Electronic check,86.4,4922.4,False,0
Male,0,False,False,13,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Electronic check,20.4,251.65,False,0
Male,0,False,False,19,True,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,True,Electronic check,78.25,1490.95,True,1
Female,0,False,False,17,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Credit card (automatic),19.7,340.35,False,0
Male,0,True,False,29,True,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,True,Electronic check,84.45,2467.1,True,1
Male,0,False,False,12,True,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,False,Bank transfer (automatic),81.7,858.6,True,1
Male,0,False,False,34,True,No,DSL,Yes,No,Yes,No,No,No,One year,False,Mailed check,56.95,1889.5,False,0
Female,0,True,False,39,True,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,True,Credit card (automatic),104.7,4134.85,True,0
Male,1,False,False,57,True,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,True,Bank transfer (automatic),104.9,5913.95,False,1
Male,0,True,True,69,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,True,Electronic check,105.0,7297.75,False,0
Male,0,False,False,57,True,Yes,Fiber optic,No,No,No,No,Yes,No,One year,True,Electronic check,86.9,4939.25,False,0
Male,0,True,True,62,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Bank transfer (automatic),24.8,1476.25,False,0
Female,0,True,True,72,True,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),110.45,8058.85,False,0
Female,0,True,True,33,True,No,DSL,Yes,Yes,Yes,No,No,No,One year,True,Mailed check,58.45,1955.4,False,0
Male,1,True,False,41,True,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,True,Electronic check,94.55,3851.45,False,1
Male,0,True,True,15,True,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,False,Mailed check,75.1,1151.55,False,1
Male,1,False,False,55,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,True,Electronic check,116.5,6382.55,False,0
Female,0,False,False,46,True,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,False,Mailed check,79.2,3593.8,False,0
Male,0,True,True,36,True,No,DSL,Yes,Yes,No,No,No,No,One year,False,Mailed check,53.65,1939.35,False,0
Female,0,True,True,18,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.35,309.25,False,0
Female,0,False,False,5,True,No,DSL,No,Yes,No,No,No,No,Month-to-month,False,Bank transfer (automatic),50.55,244.75,False,1
Male,1,True,False,17,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Credit card (automatic),100.45,1622.45,True,1
Female,0,False,False,31,True,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,False,Electronic check,87.6,2724.25,False,0
Female,0,True,True,29,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,26.1,692.55,False,0
Female,0,False,False,9,True,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,True,Credit card (automatic),74.25,639.65,True,1
Male,1,True,True,66,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,True,Electronic check,108.45,7076.35,False,0
Male,0,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.4,19.4,True,0
Female,0,False,False,25,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,True,Bank transfer (automatic),78.35,1837.9,False,0
Male,0,False,False,35,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Electronic check,25.6,901.25,False,0
Female,1,True,False,26,True,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,True,Credit card (automatic),85.7,2067,False,1
Male,0,True,True,72,True,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,True,Credit card (automatic),107.7,7919.8,False,0
Female,0,True,True,23,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,19.65,451.55,False,0
Male,0,True,True,13,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Bank transfer (automatic),44.8,559.2,False,0
Male,0,True,False,49,True,Yes,DSL,Yes,No,No,No,No,No,One year,True,Electronic check,55.35,2633.95,False,0
Female,0,True,False,30,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Bank transfer (automatic),19.65,655.85,True,0
Male,0,False,False,12,True,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,False,Electronic check,95.7,1184,False,0
Female,0,False,False,18,True,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,True,Electronic check,90.1,1612.75,True,1
Male,0,False,False,5,True,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,80.6,415.55,True,1
Male,1,True,False,17,True,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Electronic check,76.45,1233.4,True,1
Female,0,False,False,11,True,No,DSL,No,No,Yes,Yes,No,Yes,One year,False,Credit card (automatic),64.9,697.25,False,0
Male,0,False,False,53,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.5,1050.5,False,0
Male,0,True,True,49,True,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,False,Electronic check,84.5,4254.85,True,1
Male,0,False,True,19,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Electronic check,20.0,377.55,False,0
Male,0,True,True,59,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.5,1147.85,False,0
Female,0,False,False,71,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,True,Electronic check,111.25,7984.15,False,0
Female,0,True,True,10,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Bank transfer (automatic),19.8,196.75,False,0
Female,0,True,False,56,True,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,False,Bank transfer (automatic),80.3,4513.65,False,0
Male,0,True,True,66,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Electronic check,20.35,1359.5,False,0
Female,1,False,False,6,True,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,True,Electronic check,74.1,450.9,False,1
Male,1,False,False,3,True,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,79.9,260.9,True,1
Female,0,True,False,58,True,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,True,Credit card (automatic),65.25,3791.6,False,0
Male,1,True,False,72,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,True,Credit card (automatic),97.25,7133.1,False,0
Male,1,False,False,2,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,93.85,196.75,True,1
Male,0,False,False,17,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Mailed check,20.1,279.5,False,0
Male,0,False,False,44,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,111.5,4915.15,False,1
Male,0,False,False,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,70.3,70.3,True,1
Male,0,False,False,25,True,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,False,Bank transfer (automatic),99.3,2513.5,False,0
Female,1,True,False,16,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Credit card (automatic),85.35,1375.15,True,1
Female,1,False,False,56,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,True,Bank transfer (automatic),99.9,5706.3,False,0
Male,0,False,False,53,False,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,False,Credit card (automatic),54.9,3045.75,False,0
Male,0,False,False,20,True,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,True,Electronic check,68.7,1416.2,False,1
Female,0,True,True,6,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Mailed check,45.5,285.2,False,0
Male,1,True,False,51,True,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,True,Bank transfer (automatic),93.8,4750.95,True,0
Female,0,True,True,44,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.6,780.25,False,0
Male,0,True,True,6,True,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,True,Credit card (automatic),83.55,477.55,True,1
Male,0,True,False,56,True,No,Fiber optic,No,No,No,No,No,Yes,One year,True,Electronic check,80.9,4557.5,False,0
Female,0,True,False,14,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,20.4,292.4,False,0
Male,0,True,False,17,False,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,False,Electronic check,54.6,934.8,False,0
Female,0,False,False,18,True,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,96.05,1740.7,True,1
Female,0,False,False,29,True,Yes,DSL,No,No,No,No,Yes,Yes,One year,True,Credit card (automatic),71.0,2080.1,False,0
Male,0,False,False,57,True,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,True,Credit card (automatic),90.45,5229.8,False,0
Female,1,False,False,7,True,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,True,Electronic check,84.35,609.65,False,1
Female,0,False,False,69,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),24.6,1678.05,False,0
Male,1,False,False,3,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,76.05,231.8,True,1
Female,0,True,True,65,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),26.0,1654.85,False,0
Female,0,False,False,54,True,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,True,Bank transfer (automatic),95.1,5064.85,False,0
Male,1,True,False,70,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),88.55,6306.5,False,0
Male,0,True,True,50,True,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,True,Electronic check,69.65,3442.15,False,0
Male,0,True,False,29,True,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,True,Credit card (automatic),75.3,2263.4,False,0
Male,0,False,True,19,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),20.85,467.5,False,0
Female,0,True,True,17,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,24.1,409.9,True,0
Male,0,True,True,26,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Bank transfer (automatic),20.05,505.9,False,0
Male,1,True,True,26,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,False,Electronic check,105.75,2710.25,True,1
Male,0,True,False,9,True,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,True,Mailed check,94.85,890.6,True,1
Female,0,False,True,4,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Bank transfer (automatic),20.05,85.5,False,0
Female,0,True,True,27,True,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,False,Mailed check,66.15,1874.45,False,0
Male,0,True,True,0,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.85, ,False,0
Male,0,False,False,50,True,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,True,Credit card (automatic),93.5,4747.5,False,0
Female,0,True,False,54,True,Yes,DSL,No,No,No,No,Yes,Yes,One year,True,Credit card (automatic),70.15,3715.65,True,0
Male,1,True,False,23,True,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,True,Electronic check,90.0,2024.1,False,0
Male,0,False,False,15,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,93.35,1444.65,True,1
Male,0,False,True,56,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Mailed check,21.2,1238.65,False,0
Female,0,True,False,53,True,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,True,Electronic check,93.45,4872.2,False,0
Female,0,True,True,16,True,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,False,Bank transfer (automatic),73.25,1195.75,False,1
Male,0,False,False,32,True,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,False,Electronic check,91.05,2871.5,False,1
Male,0,True,True,41,True,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,False,Bank transfer (automatic),68.5,2839.95,False,0
Female,0,False,False,18,False,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,True,Electronic check,35.2,607.3,False,1
Female,0,False,True,2,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Bank transfer (automatic),20.5,38.25,False,0
Female,0,False,False,1,True,No,DSL,Yes,No,No,No,No,No,Month-to-month,True,Credit card (automatic),48.6,48.6,True,1
Female,1,True,False,42,True,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,True,Bank transfer (automatic),105.2,4599.15,False,1
Female,0,False,False,2,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Electronic check,70.35,139.25,False,1
Male,0,True,True,1,True,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,90.1,90.1,False,1
Male,0,False,False,13,True,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,True,Electronic check,79.8,973.45,True,1
Female,0,False,False,40,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,20.15,804.85,False,0
Male,0,False,False,2,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Credit card (automatic),69.8,134.7,True,1
Male,0,False,False,2,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.0,32.7,False,0
Male,0,True,True,30,True,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,True,Bank transfer (automatic),54.45,1588.7,False,0
Male,0,False,True,64,True,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,True,Credit card (automatic),99.15,6171.2,False,0
Male,0,True,True,67,True,No,DSL,Yes,Yes,No,Yes,No,No,One year,False,Mailed check,60.05,3994.05,False,0
